pilot_name,team_name,track_city,dnf_percent,avg_speed,collision
2,3,6,14,231.27391735198455,0
3,3,13,27,91.20647008989812,1
12,13,17,11,320.7415689101678,0
12,13,1,28,157.17613374419625,0
5,5,6,6,319.99971529298045,0
13,13,23,3,272.5857537956284,0
8,9,6,21,239.58045765616936,0
12,13,20,27,211.2738971494512,0
7,7,19,0,269.93351809838714,0
10,11,21,5,204.90706671380408,0
15,15,1,21,132.1017822140945,1
18,19,10,19,119.02358610528704,1
16,17,11,29,210.46869236660547,0
11,11,20,0,173.98343619866085,0
0,0,16,2,248.8354010036063,0
12,13,12,19,232.55594745997365,0
6,7,16,14,81.04123155503832,1
15,15,8,26,106.35685991543652,1
18,19,18,16,244.0516151125836,0
4,5,7,7,173.2077758638316,0
0,0,4,7,300.25287809523746,0
7,7,19,11,116.56563223613476,1
5,5,23,9,107.98586943505626,1
4,5,23,12,258.028209229449,0
10,11,8,4,222.58092945352143,0
3,3,14,15,329.1179963904963,0
10,11,3,4,157.91948613348353,0
4,5,21,4,148.2595617702226,1
18,19,7,27,254.32422130326648,0
12,13,14,24,112.49065638154168,1
16,17,9,26,146.7438159893817,1
10,11,12,24,343.61980805057743,0
17,17,12,6,279.3130279919976,0
11,11,7,5,67.38195751925987,1
2,3,3,16,56.118012569780895,1
17,17,13,11,124.91202761592292,1
8,9,9,22,201.9786760615216,0
11,11,17,5,290.38554482031526,0
3,3,4,29,144.76023514041415,1
12,13,14,21,76.0172105985159,1
15,15,5,17,336.0066190497906,0
7,7,5,5,93.50447318463291,1
0,0,19,5,309.1417175146428,0
16,17,11,4,229.92102675753577,0
11,11,18,29,110.31382179763352,1
2,3,21,18,131.72292350300867,1
0,0,10,20,346.3539799935941,0
10,11,1,2,140.17832602629525,1
14,15,11,2,172.18161202072412,0
17,17,11,23,203.7441911103661,0
12,13,5,29,292.82671731134775,0
15,15,0,19,297.4807718386275,0
4,5,10,21,183.8190832579681,0
10,11,7,11,189.7719593851209,0
13,13,7,14,291.4748973217535,0
3,3,14,23,349.2456323626312,0
10,11,21,2,217.1537825506118,0
0,0,10,8,289.82587890938527,0
12,13,20,29,70.64408052200052,1
17,17,21,13,290.7366202763323,0
2,3,17,4,207.49481218094724,0
11,11,17,23,197.2127295016841,0
19,19,16,18,347.99534752487324,0
16,17,14,10,348.9275640829672,0
14,15,8,0,316.3703803398077,0
4,5,17,25,174.94190656938895,0
8,9,10,23,266.3718840618338,0
19,19,1,10,344.8255151760452,0
8,9,15,27,122.1733068381766,1
6,7,2,11,342.1307062688734,0
13,13,11,20,203.2629846877911,0
5,5,11,13,232.3651264315575,0
12,13,2,2,151.3945439486717,0
11,11,12,14,329.11104617512063,0
6,7,10,19,236.87436915793788,0
10,11,13,8,60.58838176675396,1
9,9,4,17,239.86995605362472,0
18,19,8,26,176.44913786363892,0
7,7,11,19,218.22991934244257,0
17,17,14,23,329.2758174944696,0
8,9,4,5,55.63794780492464,1
0,0,7,3,139.4674763894526,1
0,0,21,1,164.78845270800957,0
19,19,10,21,70.28411787491459,1
11,11,9,11,128.04844388366828,1
14,15,6,24,110.00787573110766,1
18,19,0,21,329.04479029023946,0
0,0,21,11,179.05255856513136,0
5,5,13,8,211.50840817522,0
13,13,5,12,95.40128762678292,1
17,17,16,2,225.2645418490803,0
13,13,21,6,261.2788668590307,0
1,1,17,0,313.3638714229076,0
1,1,18,18,130.34459509090786,1
11,11,22,16,249.76134639034615,0
7,7,17,20,202.0924237538223,0
2,3,21,14,332.66097841161417,0
12,13,10,7,140.21129911863005,1
1,1,21,19,276.6212110274463,0
15,15,9,1,242.51584929347425,0
13,13,4,14,145.82258717459226,1
16,17,23,7,301.2135302099815,0
10,11,18,20,176.14617458327203,0
19,19,12,0,83.18150664154629,1
0,0,18,17,302.9116290695826,0
12,13,21,15,268.9665242427668,0
18,19,21,22,139.03238417619505,1
4,5,14,0,273.2789182864104,0
15,15,20,3,182.22746184970268,0
14,15,2,18,244.69504268624837,0
18,19,18,26,137.68755150283363,1
12,13,17,26,140.57639947088515,1
16,17,13,21,330.7130363221701,0
4,5,15,19,235.23348567740945,0
7,7,13,20,273.4934627918914,0
1,1,19,23,281.52870076883704,0
0,0,7,11,187.4259712639962,0
17,17,21,23,235.74355775191856,0
4,5,5,28,210.3665156693924,0
7,7,5,5,186.91269277165043,0
10,11,8,14,157.12164320888556,0
18,19,13,27,150.02464264973233,0
10,11,0,13,203.90468505685467,0
4,5,14,4,197.60157437671137,0
11,11,2,1,259.0278902132275,0
13,13,21,17,263.46689059441184,0
9,9,8,20,223.8798233403449,0
4,5,11,22,169.5664984879027,0
10,11,16,7,203.73628694248384,0
8,9,11,8,106.28473038285443,1
12,13,0,13,247.0910086237041,0
16,17,1,25,137.39601288038097,1
11,11,1,13,309.37777814955797,0
16,17,10,3,98.93538848390298,1
14,15,14,9,182.29633753492556,0
17,17,17,13,299.45664995818254,0
4,5,10,9,346.1557907750445,0
14,15,15,22,312.3158776442674,0
10,11,6,16,59.296511318527,1
8,9,11,9,333.16667686044536,0
19,19,7,28,86.75739913397817,1
7,7,9,2,316.5281642567372,0
16,17,3,12,236.00829043071707,0
7,7,14,3,93.78905429892146,1
7,7,7,6,165.92751861796629,0
4,5,23,6,330.5414461105562,0
19,19,15,0,210.82092031989305,0
