pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,collision
17,17,16,9,318.7292319992061,5,36,32,0
9,9,12,4,68.17015367275415,2,14,25,1
10,11,4,12,185.8289176656478,22,3,54,0
8,9,22,10,281.110988930327,56,55,57,0
18,19,11,23,186.42393183376905,0,60,42,0
18,19,4,19,308.90584313899467,17,52,14,0
12,13,20,12,301.46006792523724,91,89,13,0
17,17,20,12,160.7906110296991,11,73,6,0
4,5,4,13,290.5304922679975,32,59,58,0
9,9,10,16,133.23074926397743,97,78,63,1
15,15,19,17,62.93168433909641,52,59,38,1
8,9,1,10,238.5120750983273,7,51,55,0
7,7,20,20,322.9975152491339,3,66,19,1
19,19,11,27,309.9260640872744,98,9,14,0
5,5,16,9,70.30261112232601,1,52,15,1
0,0,0,1,348.51793840584423,88,3,28,0
5,5,14,16,122.51073805279452,51,58,65,1
1,1,11,14,148.0410025343614,82,88,28,1
4,5,10,24,263.62985678730456,7,68,19,1
5,5,9,8,179.79076220595368,78,78,12,0
12,13,21,0,291.3832392034622,56,53,16,0
16,17,13,14,199.85628159290945,24,2,4,0
12,13,14,0,112.61350859750436,47,54,30,1
14,15,1,27,75.11794616269887,30,13,62,1
12,13,16,25,263.49003526530777,64,3,43,0
10,11,21,19,217.82736217031132,13,31,29,0
0,0,8,18,239.76622488493635,71,33,58,0
6,7,10,28,104.5504858967863,60,15,13,1
13,13,13,9,340.1776162705967,93,43,35,0
12,13,10,23,320.52792228120245,18,49,64,0
13,13,3,14,263.1495807493156,82,14,33,0
19,19,13,8,87.26582410343295,11,5,55,1
11,11,10,12,146.43593870159128,18,53,53,1
3,3,9,1,311.90488682313963,48,64,41,0
14,15,16,22,165.53696628750012,34,45,50,0
4,5,20,25,57.765232633744944,53,47,57,1
12,13,3,19,64.96312843579723,43,34,49,1
5,5,19,4,297.757883038457,59,46,48,0
19,19,19,10,234.71514417013424,16,17,50,0
11,11,12,19,144.04035467645912,8,30,8,1
4,5,13,29,197.9442620676718,49,24,28,0
1,1,20,29,77.53909982165054,53,55,22,1
11,11,15,2,81.48630683781539,36,56,18,1
3,3,22,6,125.566166858285,99,82,50,1
18,19,16,6,208.44862618316944,9,88,12,0
16,17,1,12,295.2123982276562,39,13,1,0
14,15,13,18,60.70606938188063,99,96,12,1
1,1,7,18,223.50246870484935,52,34,48,0
9,9,17,16,333.86771938876575,90,59,12,0
9,9,5,9,245.12686690128217,9,56,11,0
10,11,9,7,258.236938559696,11,13,28,0
3,3,8,5,133.2385669533973,97,96,12,1
4,5,11,11,76.2998362157552,1,6,60,1
9,9,0,6,286.3739481084938,75,34,64,0
16,17,13,3,240.51434909005803,49,95,20,0
4,5,23,21,154.62189299673187,56,45,32,0
8,9,15,24,192.810753559142,10,67,15,0
4,5,18,22,98.59663360172758,96,85,12,1
7,7,13,2,187.7827237090844,78,78,4,0
5,5,0,7,340.6246168014071,95,41,46,0
11,11,17,14,129.6708357344257,80,76,2,1
0,0,22,19,84.712766154814,2,45,30,1
13,13,5,27,207.55513564743015,38,8,33,0
5,5,14,14,99.35294695570808,76,73,52,1
18,19,17,26,163.4730319197554,61,54,43,0
9,9,0,7,81.60377460234267,72,46,15,1
0,0,10,24,343.4158789478176,25,13,61,0
0,0,18,5,82.12449337638,40,96,22,1
0,0,21,16,59.42019407083557,61,47,52,1
5,5,5,29,160.2122991931647,44,61,54,0
3,3,17,4,109.42434992500438,91,16,48,1
13,13,12,14,301.17279213157013,70,4,34,0
9,9,7,7,216.93986880386535,89,63,42,0
9,9,0,8,323.98272776206784,96,96,33,0
13,13,5,18,245.73009200587984,72,64,63,0
4,5,4,1,105.21164607508992,83,30,32,1
13,13,0,19,134.0777575804055,93,71,10,1
3,3,20,2,252.21214439474545,64,32,4,0
5,5,5,0,309.01603255678384,62,67,9,0
17,17,21,27,210.6682624292361,84,36,2,0
4,5,22,16,179.9541628032534,46,47,64,0
15,15,8,16,285.01678755611357,51,99,10,0
1,1,5,20,329.36561336560214,69,90,55,0
6,7,21,15,79.36015487225406,88,83,41,1
3,3,3,0,55.07530506830852,70,76,49,1
6,7,0,16,255.0953012871735,6,62,60,0
0,0,18,16,87.05741372582193,73,92,30,1
12,13,20,15,278.24244986760624,59,42,13,0
5,5,22,4,223.51463470590025,17,57,59,0
16,17,8,18,180.096608411874,92,98,58,0
7,7,23,29,302.405208371811,28,24,15,0
15,15,2,15,212.8727080489807,80,16,36,0
17,17,6,27,176.16758291156518,52,29,5,0
0,0,10,15,227.7233721301144,44,35,38,0
2,3,23,10,250.27956936116772,46,81,60,0
4,5,9,8,178.9904415490105,68,11,3,0
16,17,9,7,197.9136301236928,88,45,52,0
11,11,16,24,232.42766013521583,60,80,48,0
2,3,4,8,306.37923192804305,59,86,55,0
17,17,2,3,194.1455957736813,20,60,14,0
7,7,15,4,295.1063550557812,18,53,60,0
14,15,15,14,264.6905964520823,41,3,19,0
9,9,21,23,120.29795987221009,20,12,59,1
9,9,0,15,70.09129585399666,71,15,22,1
1,1,8,23,75.24814833096892,47,61,33,1
3,3,6,7,248.05180055043184,13,48,55,0
5,5,6,24,194.9511370407087,96,58,43,0
13,13,21,29,317.9452636192181,84,31,56,0
1,1,13,24,87.40679094995708,82,58,25,1
14,15,0,1,84.53317231423176,22,26,58,1
16,17,22,9,270.7436167214028,86,78,4,0
17,17,0,16,61.55210221794432,47,21,24,1
7,7,18,19,292.7554728754203,1,48,55,0
18,19,17,2,213.08818074059724,96,53,42,0
8,9,6,24,204.46525631339208,11,93,52,0
19,19,23,29,64.76978754982022,4,86,18,1
15,15,13,16,87.93981205559945,76,85,11,1
4,5,3,7,262.83441771120033,6,23,25,0
10,11,16,24,288.9703647779847,52,27,52,0
7,7,16,12,240.1004502992529,79,77,53,0
13,13,2,16,297.858202581979,27,2,39,0
5,5,9,15,317.3620879821179,61,33,6,0
15,15,22,10,234.8868190530625,5,50,1,0
10,11,13,13,74.5399787838863,88,69,64,1
